class	bodyid	group	side	type	systematic_type	synonyms	comment	soma_division	neuropil	hemilineage	serial	predicted_nt	predicted_nt_prob	FANC_supervoxel_id	FANC_match	confidence_fanc_match_1_5
AN	39353	29186	L	AN08B113	AN08B113			T1	it	08B		acetylcholine	0.8960433631	73397074951114598	648518346512872094	5
AN	29870	29186	R	AN08B113	AN08B113			T1	it	08B		acetylcholine	0.8598269665	73326706206942905	648518346503060467	5
AN	52238	29186	R	AN08B113	AN08B113			T1	it	08B		acetylcholine	0.670690936	73326706206922725	648518346504159584	5
AN	31507	29186	R	AN08B113	AN08B113			T1	it	08B		acetylcholine	0.8873267678	73326706206957514	648518346499806419	5
AN	155008	29186	R	AN08B113	AN08B113			T1	it	08B		acetylcholine	0.896787837	73326706206783059	648518346499709927	5
AN	29186	29186	R	AN08B113	AN08B113			T1	it	08B		acetylcholine	0.8858500874	73326706206873665	648518346518930143	5
AN	12296	11876	L	AN09A005	AN09A005			T2	XA	09A	11634	gaba	0.3403378697	73397074749635204	648518346512482718	5
AN	11876	11876	R	AN09A005	AN09A005			T2	XA	09A	11634	gaba	0.3291544142	73397074682672801	648518346496114790	5
AN	12986	11634	L	AN09A005	AN09A005			T1	XA	09A	11634	glutamate	0.3602260348	73397074749916084	648518346484602627	4
AN	11634	11634	R	AN09A005	AN09A005			T1	XA	09A	11634	glutamate	0.3998906136	73467443427223342	648518346491010083	4
AN	11587	11587	L	AN09A007	AN09A007			T1	xl	09A	10628	gaba	0.8153624995	73256337597099549	648518346497029348	5
AN	11537	11537	R	AN09A007	AN09A007			T2	xn	09A	10628	gaba	0.7928657907	73397075085521696	648518346497990298	5
AN	13973	11587	R	AN09A007	AN09A007			T1	xl	09A	10628	gaba	0.7683842314	73397075085532842	648518346484573085	5
AN	13416	11055	R	AN09B001	AN09B001			A1	xn	09B		acetylcholine	0.8767768516	73326706274128993	648518346508881215	5
AN	11055	11055	L	AN09B001	AN09B001			A1	xn	09B		acetylcholine	0.8776329235	73397075018456512	648518346494575893	5
AN	11408	11408	L	AN09B002	AN09B002			T2	fl	09B		glutamate	0.3822999402	73397075085372306	648518346515851082	5
AN	12037	11408	R	AN09B002	AN09B002			T2	fl	09B		glutamate	0.3911592153	73397075085523069	648518346486436521	5
AN	11796	11796	R	AN09B003	AN09B003			T3	xl	09B	11629	acetylcholine	0.944201361	73256337530112128	648518346490556252	5
AN	14965	11796	L	AN09B003	AN09B003			T3	xl	09B	11629	acetylcholine	0.9600697219	73467443829563991	648518346517521988	4
AN	12051	11629	R	AN09B003	AN09B003			A1	xl	09B	11629	acetylcholine	0.9588357502	73256337597065863	648518346480435259	5
AN	11629	11629	L	AN09B003	AN09B003			A1	xl	09B	11629	acetylcholine	0.9664158458	73467443829582890	648518346517309989	5
AN	10696	10696	R	AN09B004	AN09B004			T3	xl	09B	11759	acetylcholine	0.9562224117	73326706341220411	648518346501905770	5
AN	22453	11759	R	AN09B004	AN09B004			A3	xl	09B	11759	acetylcholine	0.9183605346	73326706274133885	648518346492058386	5
AN	24037	23682	R	AN09B004	AN09B004			A2	xl	09B	11759	acetylcholine	0.9323518325	73326706274297322	648518346472568329	5
AN	11794	11794	R	AN09B004	AN09B004			A8	xl	09B	11759	acetylcholine	0.9355883035	73326706274262122	648518346495780240	5
AN	16262	13371	R	AN09B004	AN09B004			A9	xl	09B	11759	acetylcholine	0.9682812583	73326706274129002	648518346494916490	5
AN	23682	23682	L	AN09B004	AN09B004		difference in number	A2	xl	09B	11759	acetylcholine	0.9456551541			0
AN	11759	11759	L	AN09B004	AN09B004			A3	xl	09B	11759	acetylcholine	0.9226237406	73397074951302030	648518346517254436	5
AN	11576	10696	L	AN09B004	AN09B004			T3	xl	09B	11759	acetylcholine	0.9648517689	73397075085530616	648518346488514801	5
AN	13371	13371	L	AN09B004	AN09B004			A9	xl	09B	11759	acetylcholine	0.956871557	73397075018209618	648518346517678628	5
AN	12359	11794	L	AN09B004	AN09B004			A8	xl	09B	11759	acetylcholine	0.9382763276	73397075018350680	648518346483567765	5
AN	12885	12143	L	AN09B006	AN09B006			T1	fl	09B	11491	acetylcholine	0.951854099	73537812506693416	648518346479395004	5
AN	12143	12143	R	AN09B006	AN09B006			T1	fl	09B	11491	acetylcholine	0.946267183	73185968718732138	648518346492058130	5
AN	13984	10448	R	AN09B007	AN09B007			T3	xl	09B		acetylcholine	0.5691198531	73256337530031388	648518346496157286	5
AN	10448	10448	L	AN09B007	AN09B007			T3	xl	09B		acetylcholine	0.7617706125	73467443762662261	648518346487906004	5
AN	14893	12987	R	AN09B009	AN09B009			A2	xn	09B	12349	acetylcholine	0.9264433557	73256337530204950	648518346487966487	5
AN	152278	12349	R	AN09B009	AN09B009			A3	xl	09B	12349	acetylcholine	0.9602011319	73256337596947321	648518346494823843	5
AN	12461	12461	R	AN09B009	AN09B009			A4	xn	09B	12349	acetylcholine	0.9269581216	73256337530174096	648518346495461558	5
AN	12349	12349	L	AN09B009	AN09B009			A3	xl	09B	12349	acetylcholine	0.9624448444	73397075018442842	648518346493754104	5
AN	12987	12987	L	AN09B009	AN09B009			A2	xn	09B	12349	acetylcholine	0.941869384	73397075018687303	648518346482418836	5
AN	177088	12461	L	AN09B009	AN09B009			A4	xn	09B	12349	acetylcholine	0.9505162636	73397075018486711	648518346508979007	5
AN	12288	12288	R	AN09B011	AN09B011			T3	xl	09B		acetylcholine	0.9566363778	73256337597080159	648518346490703613	5
AN	16373	12288	L	AN09B011	AN09B011			T3	xl	09B		acetylcholine	0.9700163659	73467443829688005	648518346489297516	5
AN	12548	12548	R	AN09B012	AN09B012			A4	xn	09B	12326	acetylcholine	0.7922906205	73326706274235086	648518346515560010	5
AN	13212	12326	R	AN09B012	AN09B012		dimorphic morphology	A3	xl	09B	12326	acetylcholine	0.871713771	73397075018341002	648518346502419111	2
AN	12326	12326	L	AN09B012	AN09B012		dimorphic morphology	A3	xl	09B	12326	acetylcholine	0.9257690703	73397075018448447	648518346481465487	2
AN	13375	12548	L	AN09B012	AN09B012			A4	xn	09B	12326	acetylcholine	0.8728168893	73397075018494690	648518346489749599	5
AN	12662	12566	R	AN09B013	AN09B013		difference in number	A7	xn	09B		acetylcholine	0.9471567152			0
AN	12566	12566	L	AN09B013	AN09B013			A7	xn	09B		acetylcholine	0.9695011716	73397075018489388	648518346489051881	5
AN	12018	12018	L	AN09B014	AN09B014			T2	xl	09B	11996	acetylcholine	0.9610278987	73537812506598695	648518346475311540	5
AN	12427	12018	R	AN09B014	AN09B014			T2	xl	09B	11996	acetylcholine	0.9665992565	73185968718798456	648518346503069427	5
AN	13634	12463	L	AN09B015	AN09B015			T2	xl	09B		acetylcholine	0.8320835212	73467443762700261	648518346474435437	5
AN	12463	12463	R	AN09B015	AN09B015			T2	xl	09B		acetylcholine	0.8756803485	73467443829573626	648518346496329789	5
AN	12680	12680	L	AN09B016	AN09B016			T2	xn	09B		acetylcholine	0.9600721121	73467443829578141	648518346495562831	5
AN	12801	12680	R	AN09B016	AN09B016			T2	xn	09B		acetylcholine	0.9581970596	73467443829585075	648518346521566969	5
AN	13022	13022	R	AN09B017	AN09B017		male specific	A3	fl	09B	12078	acetylcholine	0.9523597629			0
AN	15629	13022	L	AN09B017	AN09B017		male specific	A3	fl	09B	12078	acetylcholine	0.8560053552			0
AN	13562	13562	R	AN09B017	AN09B017		male specific	A6	fl	09B	12078	acetylcholine	0.7958129356			0
AN	13687	13562	L	AN09B017	AN09B017		male specific	A6	fl	09B	12078	acetylcholine	0.7516196392			0
AN	13458	13398	R	AN09B017	AN09B017	vAB3	male specific	A10	fl	09B	12078	acetylcholine	0.8738670768			0
AN	12425	12078	R	AN09B017	AN09B017		male specific	A7	fl	09B	12078	acetylcholine	0.8160477544			0
AN	12383	12383	R	AN09B017	AN09B017	vAB3	male specific	A10	fl	09B	12078	glutamate	0.483283658			0
AN	12024	12383	L	AN09B017	AN09B017	vAB3	male specific	A10	fl	09B	12078	acetylcholine	0.9433254655			0
AN	13398	13398	L	AN09B017	AN09B017	vAB3	male specific	A10	fl	09B	12078	acetylcholine	0.856511983			0
AN	12078	12078	L	AN09B017	AN09B017		male specific	A7	fl	09B	12078	acetylcholine	0.8099953428			0
AN	11878	11758	R	AN09B018	AN09B018			A3	xn	09B	11758	acetylcholine	0.8680905479	73326706341262504	648518346459863044	4
AN	14961	14961	R	AN09B018	AN09B018			A8	xn	09B	11758	acetylcholine	0.9152260023	73326706341246410	648518346482905385	4
AN	15363	15019	R	AN09B018	AN09B018			A7	xn	09B	11758	acetylcholine	0.941937459	73326706274325833	648518346486543769	4
AN	20129	15920	R	AN09B018	AN09B018			A6	xn	09B	11758	acetylcholine	0.8794668431	73326706341244748	648518346498667760	5
AN	11758	11758	L	AN09B018	AN09B018			A3	xn	09B	11758	acetylcholine	0.8968434754	73397075085510673	648518346467398407	5
AN	15920	15920	L	AN09B018	AN09B018			A6	xn	09B	11758	acetylcholine	0.8605040042	73397075085182031	648518346493592206	5
AN	15019	15019	L	AN09B018	AN09B018			A7	xn	09B	11758	acetylcholine	0.9219997179	73326706341009339	648518346500841139	4
AN	22594	14961	L	AN09B018	AN09B018			A8	xn	09B	11758	acetylcholine	0.9291706893	73397075085489988	648518346504124512	4
AN	13618	13618	R	AN09B019	AN09B019			T3	xl	09B	12444	acetylcholine	0.9768884496	73256337597007620	648518346499784003	5
AN	14006	13618	L	AN09B019	AN09B019		difference in number	T3	xl	09B	12444	acetylcholine	0.9830142881			0
AN	15229	12444	R	AN09B019	AN09B019			A1	xl	09B	12444	acetylcholine	0.9533656368	73256337597051403	648518346502094921	4
AN	12444	12444	L	AN09B019	AN09B019			A1	xl	09B	12444	acetylcholine	0.9726516671	73467443829669905	648518346494024583	5
AN	17240	15335	L	AN09B020	AN09B020			T1	xn	09B	12279	acetylcholine	0.9545190658	73537812506706344	648518346489578073	5
AN	12784	12279	L	AN09B020	AN09B020			T2	xn	09B	12279	acetylcholine	0.9455938734	73537812506661006	648518346515689290	5
AN	12279	12279	R	AN09B020	AN09B020			T2	xn	09B	12279	acetylcholine	0.9467049877	73185968719029463	648518346496890114	5
AN	15335	15335	R	AN09B020	AN09B020			T1	xn	09B	12279	acetylcholine	0.9713953947	73256337463114480	648518346487839810	5
AN	13393	13393	R	AN09B021	AN09B021			T2	xn	09B		glutamate	0.9285902207	73326706274259729	648518346500217606	4
AN	13849	13393	L	AN09B021	AN09B021			T2	xn	09B		glutamate	0.893630986	73397075085397658	648518346510126374	5
AN	15328	15328	R	AN09B023	AN09B023			A2	xn	09B	12748	acetylcholine	0.9203463833	73256337530131311	648518346514243883	5
AN	16502	15328	L	AN09B023	AN09B023			A2	xn	09B	12748	acetylcholine	0.9186182452	73397075018503339	648518346497159041	5
AN	12873	12873	R	AN09B023	AN09B023			A1	xn	09B	12748	acetylcholine	0.9239208228	73326706274244062	648518346492061228	5
AN	12922	12748	R	AN09B023	AN09B023			A5	xn	09B	12748	acetylcholine	0.9507115451	73326706274294733	648518346489725309	5
AN	14044	13613	R	AN09B023	AN09B023			A6	xn	09B	12748	acetylcholine	0.9474648866	73326706341177403	648518346521656825	5
AN	12748	12748	L	AN09B023	AN09B023			A5	xn	09B	12748	acetylcholine	0.9571062103	73397075018440370	648518346499636574	4
AN	13613	13613	L	AN09B023	AN09B023			A6	xn	09B	12748	acetylcholine	0.9623805878	73397075018494758	648518346486450913	5
AN	13523	12873	L	AN09B023	AN09B023		difference in number	A1	xn	09B	12748	acetylcholine	0.9396572887			0
AN	13463	13463	L	AN09B024	AN09B024			T2	xn	09B		acetylcholine	0.9576518282	73397075085488476	648518346501446243	5
AN	13749	13463	R	AN09B024	AN09B024			T2	xn	09B		acetylcholine	0.961929307	73397075085508030	648518346499802949	5
AN	13346	13346	L	AN09B026	AN09B026			T2	fl	09B		acetylcholine	0.9048039225	73467443829705781	648518346479419580	5
AN	13882	13346	R	AN09B026	AN09B026			T2	fl	09B		acetylcholine	0.9074375999	73397075085518999	648518346496507989	5
AN	13595	13595	R	AN09B027	AN09B027			A1	xn	09B		acetylcholine	0.9465358134	73326706274168315	648518346480115685	5
AN	13692	13595	L	AN09B027	AN09B027			A1	xn	09B		acetylcholine	0.9392320067	73467443762607076	648518346493753592	5
AN	13147	13147	L	AN09B028	AN09B028		dimorphic morphology	T2	fl	09B	13147	glutamate	0.8390180358	73397075085467304	648518346492077868	2
AN	13376	13147	R	AN09B028	AN09B028		dimorphic morphology	T2	fl	09B	13147	glutamate	0.8509061829	73326706341224206	648518346479427291	2
AN	15554	15221	L	AN09B028	AN09B028			T1	xl	09B	13147	glutamate	0.9174685567	73397075085434618	648518346510127654	5
AN	15221	15221	R	AN09B028	AN09B028			T1	xl	09B	13147	glutamate	0.9042135859	73326706341218563	648518346502660166	5
AN	16063	16063	R	AN09B029	AN09B029			A4	xn	09B	12517	acetylcholine	0.9264888591	73256337529722313	648518346517415717	5
AN	20705	12517	R	AN09B029	AN09B029			A4	xn	09B	12517	acetylcholine	0.9398654786	73256337529724065	648518346517559364	5
AN	12517	12517	L	AN09B029	AN09B029			A4	xn	09B	12517	acetylcholine	0.9463383271	73467443762626289	648518346498476016	5
AN	16535	16063	L	AN09B029	AN09B029			A4	xn	09B	12517	acetylcholine	0.9428540552	73467443762651611	648518346486870241	5
AN	13981	13981	R	AN09B030	AN09B030			T2	xn	09B	13981	glutamate	0.9359969858	73326706341246402	648518346484413223	5
AN	14173	13981	L	AN09B030	AN09B030			T2	xn	09B	13981	glutamate	0.9383875754	73397075085436532	648518346479545307	5
AN	14636	14636	R	AN09B030	AN09B030			T1	xn	09B	13981	glutamate	0.926594694	73326706341218534	648518346509695363	5
AN	14877	14636	L	AN09B030	AN09B030			T1	xn	09B	13981	glutamate	0.9233283132	73397075085405883	648518346508982138	5
AN	13988	13988	L	AN09B031	AN09B031			T2	xl	09B		acetylcholine	0.9468837765	73467443762607046	648518346487702954	5
AN	14264	13988	R	AN09B031	AN09B031			T2	xl	09B		acetylcholine	0.9698234781	73467443829580744	648518346481624769	5
AN	13216	13216	R	AN09B032	AN09B032			T3	xl	09B	13216	glutamate	0.8473497187	73326706274307421	648518346501874249	5
AN	15218	13216	L	AN09B032	AN09B032			T3	xl	09B	13216	glutamate	0.8450544272	73397075085430480	648518346492876206	5
AN	16194	16194	L	AN09B032	AN09B032			T1	fl	09B	13216	glutamate	0.8786571534	73397075085463090	648518346504958342	5
AN	16614	16194	R	AN09B032	AN09B032			T1	fl	09B	13216	glutamate	0.8782400851	73326706341249612	648518346480945885	5
AN	16965	16965	R	AN09B033	AN09B033			A8	fl	09B	14957	acetylcholine	0.8073148267	73326706341244752	648518346496923876	5
AN	14957	14957	R	AN09B033	AN09B033			A5	xl	09B	14957	acetylcholine	0.8070961216	73326706341284530	648518346475691956	5
AN	23540	23163	R	AN09B033	AN09B033			A4	xl	09B	14957	acetylcholine	0.8958650529	73326706341293321	648518346485938302	5
AN	17438	16965	L	AN09B033	AN09B033			A8	fl	09B	14957	acetylcholine	0.8648433123	73397075085388957	648518346471923099	5
AN	22345	14957	L	AN09B033	AN09B033			A5	xl	09B	14957	acetylcholine	0.872270585	73326706341222336	648518346495088266	4
AN	23163	23163	L	AN09B033	AN09B033			A4	xl	09B	14957	acetylcholine	0.8613625708	73397075085372270	648518346488131152	1
AN	15121	13959	R	AN09B034	AN09B034			A2	xl	09B		acetylcholine	0.9275080175	73256337597061346	648518346500414012	4
AN	13959	13959	L	AN09B034	AN09B034		difference in number	A2	xl	09B		acetylcholine	0.9226800773			0
AN	17416	15453	R	AN09B035	AN09B035			T2	xn	09B	14150	glutamate	0.960955567	73326706274227324	648518346489811325	5
AN	15453	15453	L	AN09B035	AN09B035			T2	xn	09B	14150	glutamate	0.9088012277	73397075085391138	648518346494201867	5
AN	16195	16195	R	AN09B035	AN09B035			T1	xn	09B	14150	glutamate	0.9601602442	73326706341209034	648518346518417750	5
AN	19190	16195	L	AN09B035	AN09B035			T1	xn	09B	14150	glutamate	0.9586876941	73397075085384105	648518346492120459	5
AN	14150	14150	R	AN09B035	AN09B035			T3	xl	09B	14150	glutamate	0.9536424923	73326706274253168	648518346499606878	5
AN	14395	14150	L	AN09B035	AN09B035			T3	xl	09B	14150	glutamate	0.9662618231	73397075085403728	648518346511957616	5
AN	12292	12292	R	AN09B036	AN09B036			A2	ov	09B		acetylcholine	0.9559037419	73256337597028414	648518346483414436	5
AN	16984	12292	L	AN09B036	AN09B036		difference in number	A2	ov	09B		acetylcholine	0.9573526219			0
AN	16976	15450	L	AN09B037	AN09B037			A4	ad	09B	15450	acetylcholine	0.7936347958	73397075085521697	648518346477182152	4
AN	30464	21669	L	AN09B037	AN09B037		difference in number	A5	ad	09B	15450	acetylcholine	0.8396370278			0
AN	15450	15450	R	AN09B037	AN09B037			A4	ad	09B	15450	acetylcholine	0.7366201641	73326706274340488	648518346496131959	4
AN	21669	21669	R	AN09B037	AN09B037			A5	ad	09B	15450	acetylcholine	0.8850222953	73326706274545709	648518346497156504	4
AN	20634	20196	R	AN09B040	AN09B040			T2	xn	09B	19547	glutamate	0.9551591829	73326706274170584	648518346474412653	5
AN	20196	20196	L	AN09B040	AN09B040			T2	xn	09B	19547	glutamate	0.9557700425	73397075085432580	648518346490266395	5
AN	22236	20709	R	AN09B040	AN09B040			T1	xn	09B	19547	glutamate	0.9370788947	73326706274204101	648518346489821309	5
AN	20709	20709	L	AN09B040	AN09B040			T1	xn	09B	19547	glutamate	0.9297251232	73397075085453090	648518346490047194	5
AN	22837	19547	R	AN09B040	AN09B040			T3	hl	09B	19547	glutamate	0.9503292312	73326706274224614	648518346484173341	4
AN	19547	19547	L	AN09B040	AN09B040			T3	hl	09B	19547	glutamate	0.9316264849	73397075018481581	648518346489811581	4
AN	19385	19385	L	AN09B042	AN09B042		reconstruction issue	A8	ad	09B		acetylcholine	0.8533355712	73397075085370013	648518346504972422	1
AN	20013	19385	R	AN09B042	AN09B042		reconstruction issue	A8	ad	09B		acetylcholine	0.8378108079	73326706341252899	648518346496916738	1
AN	19730	19730	R	AN09B044	AN09B044			T3	hl	09B	19730	glutamate	0.9522025813	73326706274206455	648518346499327835	5
AN	26698	19730	L	AN09B044	AN09B044		match is not ascending	T3	hl	09B	19730	glutamate	0.9279131155		648518346480324518	2
AN	11168	11168	L	AN10B005	AN10B005			T1	xn	10B		acetylcholine	0.8539310674	73467443628452173	648518346491991947	5
AN	11483	11168	R	AN10B005	AN10B005			T1	xn	10B		acetylcholine	0.8607705737	73326706140023061	648518346513901849	5
AN	10622	10622	R	AN10B008	AN10B008			T3	xn	10B		acetylcholine	0.9272240053	73256337395883946	648518346518426710	5
AN	11426	10622	L	AN10B008	AN10B008			T3	xn	10B		acetylcholine	0.9220930685	73537812439552858	648518346490796285	5
AN	23431	11872	R	AN10B009	AN10B009		male specific	T2	fl	10B		acetylcholine	0.955425364			0
AN	11872	11872	L	AN10B009	AN10B009		male specific	T2	fl	10B		acetylcholine	0.9585714278			0
AN	12278	12278	R	AN10B015	AN10B015			T2	xn	10B	11016	acetylcholine	0.7868526024	73326706140101140	648518346475303992	5
AN	12329	12278	L	AN10B015	AN10B015			T2	xn	10B	11016	acetylcholine	0.8525735698	73397074951206939	648518346480019188	5
AN	11016	11016	R	AN10B015	AN10B015			T3	xn	10B	11016	acetylcholine	0.9565595199	73326706139998736	648518346476760080	5
AN	11178	11016	L	AN10B015	AN10B015		match is not ascending	T3	xn	10B	11016	acetylcholine	0.964041942		648518346513921305	2
AN	13369	13369	L	AN10B015	AN10B015			T1	xn	10B	11016	acetylcholine	0.9591219982	73326706206990462	648518346466572398	5
AN	14546	13369	R	AN10B015	AN10B015			T1	xn	10B	11016	acetylcholine	0.9791573882	73467443628438670	648518346477115664	5
AN	12035	12035	R	AN10B017	AN10B017			T2	xn	10B		acetylcholine	0.9398055906	73256337395646483	648518346488867049	5
AN	13233	12035	L	AN10B017	AN10B017			T2	xn	10B		acetylcholine	0.9027257381	73537812372542298	648518346487566548	5
AN	13014	13014	L	AN10B018	AN10B018			T3	hl	10B		acetylcholine	0.8906168584	73467443628372146	648518346497827226	5
AN	22595	13014	R	AN10B018	AN10B018			T3	hl	10B		acetylcholine	0.8662311019	73326706139939102	648518346466615918	5
AN	12518	11811	R	AN10B019	AN10B019			T3	xl	10B	11811	acetylcholine	0.763114499	73256337462998147	648518346495747234	5
AN	12993	12993	L	AN10B019	AN10B019			T1	mv	10B	11811	acetylcholine	0.7182604419	73467443695582206	648518346497151640	5
AN	13368	12993	R	AN10B019	AN10B019		reconstruction issue	T1	mv	10B	11811	acetylcholine	0.6922295315	73326706207016086	648518346466900846	2
AN	21664	15627	R	AN10B019	AN10B019			T2	xl	10B	11811	acetylcholine	0.7143327959	73256337463014051	648518346492202028	5
AN	15627	15627	L	AN10B019	AN10B019			T2	xl	10B	11811	acetylcholine	0.6568507401	73467443695400301	648518346499137345	5
AN	11811	11811	L	AN10B019	AN10B019			T3	xl	10B	11811	acetylcholine	0.7272483747	73467443695610282	648518346512736926	5
AN	26195	13674	R	AN10B020	AN10B020			T3	mv	10B	11307	acetylcholine	0.9116787081	73256337463042127	648518346467401479	5
AN	11307	11307	R	AN10B020	AN10B020			T2	mv	10B	11307	acetylcholine	0.8918352381	73256337462981278	648518346499897667	5
AN	12916	12916	L	AN10B020	AN10B020			T1	mv	10B	11307	acetylcholine	0.91659329	73467443762515198	648518346481263717	5
AN	12622	11307	L	AN10B020	AN10B020			T2	mv	10B	11307	acetylcholine	0.8906970205	73467443762553870	648518346517772136	5
AN	13957	12916	R	AN10B020	AN10B020			T1	mv	10B	11307	acetylcholine	0.8220326628	73256337529916276	648518346494734391	5
AN	13674	13674	L	AN10B020	AN10B020			T3	mv	10B	11307	acetylcholine	0.9173779671	73467443762551123	648518346492280108	5
AN	13118	12677	L	AN10B021	AN10B021			T2	ml	10B		acetylcholine	0.9138797634	73467443628322999	648518346495682978	5
AN	12677	12677	R	AN10B021	AN10B021			T2	ml	10B		acetylcholine	0.9381128557	73326706139966140	648518346476428662	5
AN	14531	14531	R	AN10B022	AN10B022			T3	xl	10B	12131	acetylcholine	0.9009259194	73256337462990896	648518346509732995	5
AN	12131	12131	R	AN10B022	AN10B022			T2	mv	10B	12131	acetylcholine	0.8142661788	73256337463016768	648518346496990616	5
AN	14834	13741	L	AN10B022	AN10B022		difference in number	T1	xl	10B	12131	acetylcholine	0.8980229503			0
AN	12419	12131	L	AN10B022	AN10B022			T2	mv	10B	12131	acetylcholine	0.8590355954	73467443762561417	648518346511268149	5
AN	13741	13741	R	AN10B022	AN10B022			T1	xl	10B	12131	acetylcholine	0.8890107346	73256337463026344	648518346515315271	5
AN	24577	14531	L	AN10B022	AN10B022			T3	xl	10B	12131	acetylcholine	0.8826975734	73467443762520180	648518346484413479	5
AN	16609	13970	L	AN10B024	AN10B024			T2	ml	10B	12720	acetylcholine	0.975981387	73467443628415749	648518346489810813	5
AN	13970	13970	R	AN10B024	AN10B024			T2	ml	10B	12720	acetylcholine	0.971507546	73326706140037332	648518346489576537	5
AN	12795	12720	L	AN10B024	AN10B024			T3	hl	10B	12720	acetylcholine	0.9608785299	73467443628402616	648518346477125904	5
AN	12720	12720	R	AN10B024	AN10B024			T3	hl	10B	12720	acetylcholine	0.9637621548	73326706140001244	648518346494439538	5
AN	14790	14790	R	AN10B026	AN10B026		male specific	T1	xn	10B		acetylcholine	0.8514984274			0
AN	15664	14790	L	AN10B026	AN10B026		male specific	T1	xn	10B		acetylcholine	0.8987139551			0
AN	15289	15289	R	AN10B027	AN10B027			T3	xl	10B	15289	acetylcholine	0.8775772181	73256337529721588	648518346507298120	5
AN	16424	16424	R	AN10B027	AN10B027			T2	xl	10B	15289	acetylcholine	0.9118311891	73256337529781170	648518346489896908	5
AN	16594	16424	L	AN10B027	AN10B027			T2	xl	10B	15289	acetylcholine	0.8974510869	73467443762405016	648518346479415996	5
AN	15456	15456	L	AN10B027	AN10B027			T1	xl	10B	15289	acetylcholine	0.8825954331	73467443762491834	648518346501674346	5
AN	17009	15289	L	AN10B027	AN10B027			T3	xl	10B	15289	acetylcholine	0.9083257548	73467443762520251	648518346484904349	5
AN	16506	15456	R	AN10B027	AN10B027			T1	xl	10B	15289	acetylcholine	0.8914472286	73256337462901359	648518346492948142	5
AN	19019	18819	R	AN10B029	AN10B029			T3	mv	10B	18288	acetylcholine	0.8886896492	73326706207137387	648518346495907472	5
AN	22087	20434	R	AN10B029	AN10B029			T2	xl	10B	18288	acetylcholine	0.9164491953	73326706207190505	648518346482996710	5
AN	20434	20434	L	AN10B029	AN10B029			T2	xl	10B	18288	acetylcholine	0.9243635149	73467443762569515	648518346483682965	5
AN	18819	18819	L	AN10B029	AN10B029			T3	mv	10B	18288	acetylcholine	0.8925899972	73467443762510637	648518346478859092	5
AN	21112	18288	L	AN10B029	AN10B029			T1	mv	10B	18288	acetylcholine	0.8853937996	73467443762501234	648518346517452069	5
AN	18288	18288	R	AN10B029	AN10B029			T1	mv	10B	18288	acetylcholine	0.9222306063	73256337529780332	648518346488551663	5
AN	156909	25784	R	AN10B031	AN10B031			T1	fl	10B	14920	acetylcholine	0.8656894379	73326706207134943	648518346514502599	5
AN	25784	25784	L	AN10B031	AN10B031			T1	fl	10B	14920	acetylcholine	0.7706517989	73467443762482241	648518346481957821	5
AN	27465	27071	R	AN10B033	AN10B033			T3	xl	10B		acetylcholine	0.8804254854	73256337463026218	648518346485801924	1
AN	25998	25998	R	AN10B033	AN10B033			T2	xl	10B		acetylcholine	0.8677089182	73256337463003393	648518346498271386	5
AN	29967	25998	L	AN10B033	AN10B033		match is not ascending	T2	xl	10B		acetylcholine	0.9042123473		648518346481153423	2
AN	27071	27071	L	AN10B033	AN10B033			T3	xl	10B		acetylcholine	0.8974221057	73467443762599670	648518346493071388	5
AN	19986	19986	R	AN10B034	AN10B034			T3	hl	10B	19986	acetylcholine	0.8076052824	73256337529780451	648518346487926484	4
AN	24666	20807	R	AN10B034	AN10B034			T1	xl	10B	20146	acetylcholine	0.7062954449	73326706274075882	648518346479413393	5
AN	18896	18896	R	AN10B034	AN10B034			T1	xl	10B		acetylcholine	0.8941565683	73326706207353088	648518346493311552	5
AN	20146	20146	R	AN10B034	AN10B034			T2	ml	10B	20146	acetylcholine	0.7594014399	73326706207287317	648518346496898605	5
AN	23344	23034	R	AN10B034	AN10B034			T2	ml	10B	19986	acetylcholine	0.687829037	73256337463016777	648518346494694645	5
AN	21888	18896	L	AN10B034	AN10B034			T1	xl	10B		acetylcholine	0.7271931388	73467443762520157	648518346524268293	4
AN	37237	20807	L	AN10B034	AN10B034			T1	xl	10B	20146	glutamate	0.5848188419	73467443762561515	648518346474410605	5
AN	22892	20146	L	AN10B034	AN10B034			T2	ml	10B	20146	acetylcholine	0.7649943854	73467443762484599	648518346483100390	5
AN	23034	23034	L	AN10B034	AN10B034			T2	ml	10B	19986	acetylcholine	0.7293795003	73467443695517932	648518346483008165	5
AN	23679	19986	L	AN10B034	AN10B034			T3	hl	10B	19986	acetylcholine	0.7427370971	73467443762561429	648518346500636597	4
AN	25302	24313	R	AN10B035	AN10B035			T3	hl	10B		acetylcholine	0.9346532223	73326706207118152	648518346479842966	5
AN	21451	21451	R	AN10B035	AN10B035			T3	hl	10B		acetylcholine	0.9366131834	73326706207176581	648518346490072328	5
AN	23118	23118	R	AN10B035	AN10B035			T3	hl	10B		acetylcholine	0.9527065405	73326706207094204	648518346486402440	5
AN	26330	24841	R	AN10B035	AN10B035		match is not ascending	T2	ml	10B		acetylcholine	0.9717061818		648518346502963067	1
AN	22701	24841	L	AN10B035	AN10B035		match is not ascending	T2	ml	10B		acetylcholine	0.9480457124		648518346490415613	2
