class	cell_id	supervoxel_id	root_id	group	side	type	soma_division	manc_match_id	manc_predicted_nt	dimorphic	figure	name_in_figure
IN	14733	73819837171961113	648518346498528817	648518346480103412	R	IN17A007	T1	11028	acetylcholine	no	stereotypy	leg premotor circuit
IN	14809	72905043497817890	648518346491271969	648518346480103412	L	IN17A007	T1	11281	acetylcholine	no	stereotypy	leg premotor circuit
IN	18754	72343399214353260	648518346486353810	648518346486353810	L	IN17A017	T2	11381	acetylcholine	no	stereotypy	leg premotor circuit
IN	17666	74243149685555416	648518346486765283	648518346486353810	R	IN17A017	T2	11404	acetylcholine	no	stereotypy	leg premotor circuit
IN	22990	72697098159916754	648518346486716548	648518346486353810	L	IN17A017	T3	11724	acetylcholine	no	stereotypy	leg premotor circuit
IN	14477	72764237357097460	648518346507442975	648518346486353810	L	IN17A017	T1	11812	acetylcholine	no	stereotypy	leg premotor circuit
IN	14547	73890137331054436	648518346488457609	648518346486353810	R	IN17A017	T1	11850	acetylcholine	no	stereotypy	leg premotor circuit
IN	14808	72553199843891727	648518346479396796	648518346475454388	L	IN17A041	T1	11666	glutamate	no	stereotypy	leg premotor circuit
IN	18848	72343467866908899	648518346475454388	648518346475454388	L	IN17A041	T2	12633	glutamate	no	stereotypy	leg premotor circuit
IN	19054	74313930411164289	648518346481311631	648518346475454388	R	IN17A041	T2	13430	glutamate	no	stereotypy	leg premotor circuit
IN	14699	73819837306399709	648518346493912352	648518346475454388	R	IN17A041	T1	16045	glutamate	no	stereotypy	leg premotor circuit
IN	14655	72834674820812875	648518346494817301	648518346479220668	L	IN17A044	T1	15251	acetylcholine	no	stereotypy	leg premotor circuit
IN	18982	74313861825915832	648518346487964752	648518346479220668	R	IN17A044	T2	15395	acetylcholine	no	stereotypy	leg premotor circuit
IN	18283	72272892964304506	648518346500629173	648518346479220668	L	IN17A044	T2	16371	acetylcholine	no	stereotypy	leg premotor circuit
IN	14715	73749468696414488	648518346479220668	648518346479220668	R	IN17A044	T1	17079	acetylcholine	no	stereotypy	leg premotor circuit
IN	14478	72834605967136697	648518346510021158	648518346474245741	L	IN17A052	T1	14073	acetylcholine	no	stereotypy	leg premotor circuit
IN	14358	73890068477329521	648518346494641653	648518346474245741	R	IN17A052	T1	14645	acetylcholine	no	stereotypy	leg premotor circuit
IN	14309	73960437288613313	648518346490139656	648518346474245741	R	IN17A052	T1	14797	acetylcholine	no	stereotypy	leg premotor circuit
IN	14499	72693868679980230	648518346485914052	648518346474245741	L	IN17A052	T1	14803	acetylcholine	no	stereotypy	leg premotor circuit
IN	22748	74385878830998667	648518346474245741	648518346474245741	R	IN17A052	T3	15150	acetylcholine	no	stereotypy	leg premotor circuit
IN	19111	74313930344182120	648518346494005305	648518346474245741	R	IN17A052	T2	15230	acetylcholine	no	stereotypy	leg premotor circuit
IN	19031	72343536519126338	648518346482460308	648518346474245741	L	IN17A052	T2	16930	acetylcholine	no	stereotypy	leg premotor circuit
IN	24123	72697373172206660	648518346509008703	648518346474245741	L	IN17A052	T3	16987	acetylcholine	no	stereotypy	leg premotor circuit
IN	14525	72834606101269025	648518346489760620	648518346479917044	L	IN17A061	T1	13944	acetylcholine	no	stereotypy	leg premotor circuit
IN	14039	73678756153720357	648518346499758291	648518346479917044	R	IN17A061	T1	15372	acetylcholine	no	stereotypy	leg premotor circuit
IN	14597	73960506008018449	648518346499929811	648518346479917044	R	IN17A061	T1	15497	acetylcholine	no	stereotypy	leg premotor circuit
IN	14704	72482831301123146	648518346496062795	648518346479917044	L	IN17A061	T1	15530	acetylcholine	no	stereotypy	leg premotor circuit
IN	18645	72343399013156364	648518346498731504	648518346479917044	L	IN17A061	T2	16515	acetylcholine	no	stereotypy	leg premotor circuit
IN	18893	74243424161054440	648518346493106240	648518346479917044	R	IN17A061	T2	16526	acetylcholine	no	stereotypy	leg premotor circuit
IN	18888	72343467799825162	648518346479917044	648518346479917044	L	IN17A061	T2	17251	acetylcholine	no	stereotypy	leg premotor circuit
IN	22926	74526685172845190	648518346496424277	648518346479917044	R	IN17A061	T3	19236	acetylcholine	no	stereotypy	leg premotor circuit
IN	23933	72767673062615747	648518346495486287	648518346479917044	L	IN17A061	T3	19842	acetylcholine	no	stereotypy	leg premotor circuit
IN	21985	74033622658754538	648518346493763832	648518346466840942	R	IN17B010	A1	11113	gaba	dimorphic in connectivity	dimorphic DN figure, DNa12	IN17B010_f
IN	21841	73118691612840054	648518346466840942	648518346466840942	L	IN17B010	A1	20267	gaba	dimorphic in connectivity	dimorphic DN figure, DNa12	IN17B010_f
IN	21923	72978023112263046	648518346501151132	648518346501151132	L	IN18B006	T3	11287	acetylcholine	no	stereotypy	leg premotor circuit
IN	18371	72343330092393111	648518346479171280	648518346479171280	L	IN18B011	T2	10846	acetylcholine	no	stereotypy	leg premotor circuit
IN	18758	74313724185614107	648518346501598808	648518346479171280	R	IN18B011	T2	10858	acetylcholine	no	stereotypy	leg premotor circuit
IN	21457	73892541707566211	648518346502419623	648518346479171280	R	IN18B011	T3	12094	acetylcholine	no	stereotypy	leg premotor circuit
IN	21864	72766848428666176	648518346486929889	648518346479171280	L	IN18B011	T3	14712	acetylcholine	no	stereotypy	leg premotor circuit
IN	22155	73189335234984194	648518346496698925	648518346496698925	L	IN18B028	A1	15670	acetylcholine	dimorphic in connectivity	dimorphic DN figure, DNa12	IN18B028_f
IN	21905	73963185195049373	648518346501127565	648518346496698925	R	IN18B028	A1	15837	acetylcholine	dimorphic in connectivity	dimorphic DN figure, DNa12	IN18B028_f
IN	15743	74172436740390037	648518346502609063	648518346482006461	R	IN19A003	T1	10154	gaba	no	stereotypy	DNa02 circuit
IN	missing FANC match	missing FANC match	missing FANC match	missing FANC match	R	IN19A003	T2	10144	gaba	no	stereotypy	DNa02 circuit
IN	20685	72625698690644746	648518346494425735	648518346482006461	L	IN19A003	T2	10156	gaba	no	stereotypy	DNa02 circuit
IN	15764	72413218269831389	648518346510036026	648518346482006461	L	IN19A003	T1	10192	gaba	no	stereotypy	DNa02 circuit
IN	22842	74245141342436776	648518346482006461	648518346482006461	R	IN19A003	T3	10372	gaba	no	stereotypy	DNa02 circuit
IN	25584	73049422984121818	648518346501142428	648518346482006461	L	IN19A003	T3	11303	gaba	no	stereotypy	DNa02 circuit
IN	24623	72767810501606423	648518346485426195	648518346475328056	L	IN19A004	T3	10108	gaba	no	stereotypy	leg premotor circuit
IN	19698	72343948970167343	648518346502299987	648518346475328056	L	IN19A004	T2	10188	gaba	no	stereotypy	leg premotor circuit
IN	21325	74455424484808896	648518346483499684	648518346475328056	R	IN19A004	T2	10191	gaba	no	stereotypy	leg premotor circuit
IN	15495	74101999276830190	648518346495160458	648518346475328056	R	IN19A004	T1	10363	gaba	no	stereotypy	leg premotor circuit
IN	15667	72413218068705886	648518346475328056	648518346475328056	L	IN19A004	T1	10618	gaba	no	stereotypy	leg premotor circuit
IN	15359	74031561812685003	648518346495271350	648518346479591387	R	IN19A005	T1	10259	gaba	no	stereotypy	leg premotor circuit
IN	15454	72624255447535625	648518346501414166	648518346479591387	L	IN19A005	T1	10317	gaba	no	stereotypy	leg premotor circuit
IN	22690	74315510019647182	648518346479591387	648518346479591387	R	IN19A005	T3	10352	gaba	no	stereotypy	leg premotor circuit
IN	23908	72838041672406460	648518346503145203	648518346479591387	L	IN19A005	T3	10358	gaba	no	stereotypy	leg premotor circuit
IN	19218	72414042635188845	648518346486507433	648518346479591387	L	IN19A005	T2	10489	gaba	no	stereotypy	leg premotor circuit
IN	15436	74031630398146756	648518346478565748	648518346459898116	R	IN19A006	T1	10376	acetylcholine	no	stereotypy	leg premotor circuit
IN	16015	72413286788115740	648518346499715678	648518346459898116	L	IN19A006	T1	10447	acetylcholine	no	stereotypy	leg premotor circuit
IN	19897	72555192440189208	648518346459898116	648518346459898116	L	IN19A006	T2	11065	acetylcholine	no	stereotypy	leg premotor circuit
IN	24430	72908479136139281	648518346496212748	648518346475574369	L	IN19A007	T3	10215	gaba	no	stereotypy	leg premotor circuit
IN	15528	72553886770404418	648518346510192422	648518346475574369	L	IN19A007	T1	10242	gaba	no	stereotypy	leg premotor circuit
IN	19949	74384780459848110	648518346475574369	648518346475574369	R	IN19A007	T2	10252	gaba	no	stereotypy	leg premotor circuit
IN	23151	74315647458524444	648518346517900904	648518346475574369	R	IN19A007	T3	10346	gaba	no	stereotypy	leg premotor circuit
IN	15336	74242599460161520	648518346495820450	648518346475574369	R	IN19A007	T1	10427	gaba	no	stereotypy	leg premotor circuit
IN	21936	73752148957311836	648518346512283327	648518346488083998	R	IN19A008	T2	10125	gaba	no	stereotypy	leg premotor circuit
IN	16147	72342918647891824	648518346524262149	648518346488083998	L	IN19A008	T1	10199	gaba	no	stereotypy	leg premotor circuit
IN	15519	74172368087798591	648518346490983713	648518346488083998	R	IN19A008	T1	11316	gaba	no	stereotypy	leg premotor circuit
IN	20290	72555261226889433	648518346514223897	648518346488083998	L	IN19A008	T2	11891	gaba	no	stereotypy	leg premotor circuit
IN	25392	73119791661336001	648518346488083998	648518346488083998	L	IN19A008	T3	174828	gaba	no	stereotypy	leg premotor circuit
IN	15647	74102068063174823	648518346500071747	648518346489133802	R	IN19A009	T1	10173	acetylcholine	no	stereotypy	leg premotor circuit
IN	19276	72484480031831820	648518346489133802	648518346489133802	L	IN19A009	T2	10453	acetylcholine	no	stereotypy	leg premotor circuit
IN	15995	72483655532488087	648518346496215910	648518346489133802	L	IN19A009	T1	10555	acetylcholine	no	stereotypy	leg premotor circuit
IN	20857	72625767477231736	648518346483558293	648518346479083983	L	IN19A010	T2	10499	acetylcholine	no	stereotypy	leg premotor circuit
IN	15810	74172436673044794	648518346479083983	648518346479083983	R	IN19A010	T1	10522	acetylcholine	no	stereotypy	leg premotor circuit
IN	15934	72342918580786296	648518346480526395	648518346479083983	L	IN19A010	T1	10609	acetylcholine	no	stereotypy	leg premotor circuit
IN	15795	72553955489858809	648518346481710273	648518346481710273	L	IN19A011	T1	101794	gaba	no	stereotypy	leg premotor circuit
IN	22459	74315372580535664	648518346517359172	648518346481710273	R	IN19A011	T3	10184	gaba	no	stereotypy	leg premotor circuit
IN	19265	72484479964410336	648518346494062583	648518346481710273	L	IN19A011	T2	10308	gaba	no	stereotypy	leg premotor circuit
IN	15664	74242805551461366	648518346513954329	648518346481710273	R	IN19A011	T1	172107	glutamate	no	stereotypy	leg premotor circuit
IN	24482	72767741781886420	648518346495642274	648518346481710273	L	IN19A011	T3	19111	glutamate	no	stereotypy	leg premotor circuit
IN	20005	72484823763154196	648518346498363290	648518346498363290	L	IN19A012	T2	10730	acetylcholine	no	stereotypy	leg premotor circuit
IN	15767	72483586946934690	648518346505038195	648518346498363290	L	IN19A012	T1	10828	acetylcholine	no	stereotypy	leg premotor circuit
IN	23233	72767535489080710	648518346517689892	648518346493914616	L	IN19A014	T3	10310	acetylcholine	no	stereotypy	leg premotor circuit
IN	19224	74243630252287863	648518346497968794	648518346493914616	R	IN19A014	T2	10731	acetylcholine	no	stereotypy	leg premotor circuit
IN	19161	72554779989459524	648518346493914616	648518346493914616	L	IN19A014	T2	11331	acetylcholine	no	stereotypy	leg premotor circuit
IN	22749	74245141275415376	648518346491498302	648518346489559639	R	IN19A015	T3	10343	gaba	no	stereotypy	leg premotor circuit
IN	15952	72413286788141176	648518346498412564	648518346489559639	L	IN19A015	T1	10551	gaba	no	stereotypy	leg premotor circuit
IN	15586	74101999209494333	648518346489559639	648518346489559639	R	IN19A015	T1	11148	gaba	no	stereotypy	leg premotor circuit
IN	21256	72625836532328015	648518346493440796	648518346489559639	L	IN19A015	T2	12219	gaba	no	stereotypy	leg premotor circuit
IN	24863	72978916532563981	648518346491250552	648518346489559639	L	IN19A015	T3	14393	gaba	no	stereotypy	leg premotor circuit
IN	20286	72414523939895210	648518346499867717	648518346480301526	L	IN19A016	T2	10236	gaba	no	stereotypy	leg premotor circuit
IN	23071	74456316294662687	648518346488212816	648518346480301526	R	IN19A016	T3	11411	gaba	no	stereotypy	leg premotor circuit
IN	16071	72483655465219869	648518346499887941	648518346480301526	L	IN19A016	T1	11511	gaba	no	stereotypy	leg premotor circuit
IN	16198	72483724117499859	648518346494407163	648518346480301526	L	IN19A016	T1	11747	gaba	no	stereotypy	leg premotor circuit
IN	23763	74456523325380485	648518346480301526	648518346480301526	R	IN19A016	T3	11793	gaba	no	stereotypy	leg premotor circuit
IN	24939	72908547855679158	648518346494497927	648518346480301526	L	IN19A016	T3	11935	gaba	no	stereotypy	leg premotor circuit
IN	15291	73961055495440159	648518346504219086	648518346480301526	R	IN19A016	T1	11936	gaba	no	stereotypy	leg premotor circuit
IN	19205	72343673958160486	648518346495992208	648518346480301526	L	IN19A016	T2	12049	gaba	no	stereotypy	leg premotor circuit
IN	15211	74031286934926800	648518346481711041	648518346480301526	R	IN19A016	T1	12567	gaba	no	stereotypy	leg premotor circuit
IN	24059	72838041739615870	648518346498529585	648518346480301526	L	IN19A016	T3	26823	glutamate	no	stereotypy	leg premotor circuit
IN	23486	72837972952903988	648518346494819861	648518346494304759	L	IN19A019	T3	10588	acetylcholine	no	stereotypy	leg premotor circuit
IN	19250	72554779922254258	648518346494304759	648518346494304759	L	IN19A019	T2	11382	acetylcholine	no	stereotypy	leg premotor circuit
IN	22169	74315235208868502	648518346496046667	648518346494304759	R	IN19A019	T3	12661	acetylcholine	no	stereotypy	leg premotor circuit
IN	15574	74172368020422639	648518346494798469	648518346479261903	R	IN19A022	T1	102694	gaba	no	stereotypy	leg premotor circuit
IN	19796	74384711807687731	648518346497473048	648518346479261903	R	IN19A022	T2	11029	gaba	no	stereotypy	leg premotor circuit
IN	23331	74456385081132462	648518346487069337	648518346479261903	R	IN19A022	T3	12121	gaba	no	stereotypy	leg premotor circuit
IN	24565	72908547922746401	648518346479261903	648518346479261903	L	IN19A022	T3	12860	gaba	no	stereotypy	leg premotor circuit
IN	15406	72694555404837842	648518346492221807	648518346479261903	L	IN19A022	T1	154800	gaba	no	stereotypy	leg premotor circuit
IN	19094	72413973781403928	648518346490037555	648518346479261903	L	IN19A022	T2	171403	gaba	no	stereotypy	leg premotor circuit
IN	23760	72838041739570337	648518346486984673	648518346486383506	L	IN19A029	T3	101589	gaba	no	stereotypy	leg premotor circuit
IN	20825	74314617874329806	648518346495883622	648518346486383506	R	IN19A029	T2	12247	gaba	no	stereotypy	leg premotor circuit
IN	19705	72484686324398532	648518346486383506	648518346486383506	L	IN19A029	T2	12351	gaba	no	stereotypy	leg premotor circuit
IN	22887	74315578806235465	648518346494945781	648518346486383506	R	IN19A029	T3	12367	gaba	no	stereotypy	leg premotor circuit
IN	15659	72483586879909943	648518346517423397	648518346486383506	L	IN19A029	T1	12475	gaba	no	stereotypy	leg premotor circuit
IN	15309	74101861837541846	648518346488227152	648518346486383506	R	IN19A029	T1	12679	gaba	no	stereotypy	leg premotor circuit
IN	15484	74101999477509286	648518346491868555	648518346477905678	R	IN19A030	T1	12595	gaba	no	stereotypy	leg premotor circuit
IN	23033	74315578806410343	648518346477905678	648518346477905678	R	IN19A030	T3	12849	gaba	no	stereotypy	leg premotor circuit
IN	20856	74173880318933726	648518346494842250	648518346477905678	R	IN19A030	T2	13125	gaba	no	stereotypy	leg premotor circuit
IN	15571	72553886837355719	648518346504262696	648518346477905678	L	IN19A030	T1	14175	gaba	no	stereotypy	leg premotor circuit
IN	20598	72555330147764604	648518346483992349	648518346477905678	L	IN19A030	T2	15339	gaba	no	stereotypy	leg premotor circuit
IN	21510	73399960431054378	648518346507108168	648518346507108168	L	IN19A040	A1	12569	acetylcholine	no	stereotypy	leg premotor circuit
IN	16570	73961467946700495	648518346489985111	648518346486910433	R	IN19B003	T1	10220	acetylcholine	no	stereotypy	leg premotor circuit
IN	21915	73048391722421384	648518346491541672	648518346486910433	L	IN19B003	T3	10231	acetylcholine	no	stereotypy	leg premotor circuit
IN	19721	73962429750866057	648518346499440219	648518346486910433	R	IN19B003	T2	10478	acetylcholine	no	stereotypy	leg premotor circuit
IN	16954	72694899136526930	648518346490605578	648518346486910433	L	IN19B003	T1	11057	acetylcholine	no	stereotypy	leg premotor circuit
IN	21898	74033554073543000	648518346486910433	648518346486910433	R	IN19B003	T3	12246	acetylcholine	no	stereotypy	leg premotor circuit
IN	21731	74033416634730063	648518346497288728	648518346494765589	R	IN19B004	T3	10534	acetylcholine	no	stereotypy	leg premotor circuit
IN	21585	73188922918060865	648518346494765589	648518346494765589	L	IN19B004	T3	10561	acetylcholine	no	stereotypy	leg premotor circuit
IN	16219	72624461605972358	648518346483402828	648518346483402828	L	IN19B005	T1	10385	acetylcholine	no	stereotypy	leg premotor circuit
IN	15487	74031630532434904	648518346488163920	648518346483402828	R	IN19B005	T1	10450	acetylcholine	no	stereotypy	leg premotor circuit
IN	16103	73891030549918063	648518346490998819	648518346476817936	R	IN19B012	T1	10715	acetylcholine	no	stereotypy	leg premotor circuit
IN	21948	74103991537246211	648518346486746159	648518346476817936	R	IN19B012	T3	10790	acetylcholine	no	stereotypy	leg premotor circuit
IN	19670	73892060872451954	648518346485497107	648518346476817936	R	IN19B012	T2	11093	acetylcholine	no	stereotypy	leg premotor circuit
IN	21929	72978022978276221	648518346489891709	648518346476817936	L	IN19B012	T3	11984	acetylcholine	no	stereotypy	leg premotor circuit
IN	17298	72624598977757567	648518346476817936	648518346476817936	L	IN19B012	T1	154691	acetylcholine	no	stereotypy	leg premotor circuit
IN	20520	73470123083955304	648518346487973076	648518346487973076	R	IN19B016	T3	11339	acetylcholine	no	dimorphic DN figure, DNp13	IN19B016
IN	20636	73329385595690366	648518346496755428	648518346487973076	L	IN19B016	T3	11461	acetylcholine	no	dimorphic DN figure, DNp13	IN19B016
IN	21759	72977885471958736	648518346492202770	648518346480360614	L	IN19B021	T3	11551	acetylcholine	no	stereotypy	leg premotor circuit
IN	21355	73118416734985380	648518346490583644	648518346480360614	L	IN19B021	T3	11591	acetylcholine	no	stereotypy	leg premotor circuit
IN	20787	73470191736395309	648518346494776853	648518346480360614	R	IN19B021	T3	11893	acetylcholine	no	stereotypy	leg premotor circuit
IN	20540	73470123084051419	648518346480360614	648518346480360614	R	IN19B021	T3	12489	acetylcholine	no	stereotypy	leg premotor circuit
IN	20658	73540491828105726	648518346488142615	648518346488142615	R	IN19B027	T3	11843	acetylcholine	no	stereotypy	leg premotor circuit
IN	20717	73259016851268389	648518346506829090	648518346488142615	L	IN19B027	T3	11928	acetylcholine	no	stereotypy	leg premotor circuit
IN	21779	73470466546856988	648518346511910335	648518346481455759	R	IN19B040	A1	14206	acetylcholine	dimorphic in morphology	dimorphic overview figure	IN19B040
IN	21932	73329866497490809	648518346499039809	648518346481455759	L	IN19B040	A1	14208	acetylcholine	dimorphic in morphology	dimorphic overview figure	IN19B040
IN	21848	73611272687614647	648518346493926798	648518346481455759	R	IN19B040	A1	14342	acetylcholine	dimorphic in morphology	dimorphic overview figure	IN19B040
IN	21693	73400097869811725	648518346481455759	648518346481455759	L	IN19B040	A1	14473	acetylcholine	dimorphic in morphology	dimorphic overview figure	IN19B040
IN	24049	74315785098984411	648518346498730992	648518346480336598	R	IN20A.22A001	T3	11043	acetylcholine	no	stereotypy	leg premotor circuit
IN	24217	74386222495531660	648518346488218192	648518346480336598	R	IN20A.22A001	T3	11516	acetylcholine	no	stereotypy	leg premotor circuit
IN	20928	74103511977564107	648518346480568635	648518346480336598	R	IN20A.22A001	T2	11530	acetylcholine	no	stereotypy	leg premotor circuit
IN	15723	72342849727026009	648518346502097993	648518346480336598	L	IN20A.22A001	T1	11636	acetylcholine	no	stereotypy	leg premotor circuit
IN	20878	73962774623281548	648518346491834686	648518346480336598	R	IN20A.22A001	T2	11877	acetylcholine	no	stereotypy	leg premotor circuit
IN	16302	72342987434581173	648518346497012020	648518346480336598	L	IN20A.22A001	T1	11973	acetylcholine	no	stereotypy	leg premotor circuit
IN	25820	73190229124983424	648518346495310927	648518346480336598	L	IN20A.22A001	T3	12005	acetylcholine	no	stereotypy	leg premotor circuit
IN	25807	73049491703647808	648518346499831107	648518346480336598	L	IN20A.22A001	T3	12808	acetylcholine	no	stereotypy	leg premotor circuit
IN	21449	72555536574611016	648518346497240492	648518346480336598	L	IN20A.22A001	T2	154383	acetylcholine	no	stereotypy	leg premotor circuit
IN	15609	74242805954354711	648518346480336598	648518346480336598	R	IN20A.22A001	T1	159502	acetylcholine	no	stereotypy	leg premotor circuit
IN	15648	74172436941465817	648518346485388563	648518346480336598	R	IN20A.22A001	T1	165009	acetylcholine	no	stereotypy	leg premotor circuit
IN	21298	72555467989429765	648518346482671145	648518346480336598	L	IN20A.22A001	T2	18501	glutamate	no	stereotypy	leg premotor circuit
IN	25238	74245622580252231	648518346496357388	648518346475824820	R	IN20A.22A005	T3	12670	acetylcholine	no	stereotypy	leg premotor circuit
IN	21103	74033143300456465	648518346495839650	648518346475824820	R	IN20A.22A005	T2	13245	acetylcholine	no	stereotypy	leg premotor circuit
IN	21612	72555605495350372	648518346488919274	648518346475824820	L	IN20A.22A005	T2	13385	acetylcholine	no	stereotypy	leg premotor circuit
IN	16495	72342987434363005	648518346479956886	648518346475824820	L	IN20A.22A005	T1	14582	acetylcholine	no	stereotypy	leg premotor circuit
IN	15905	74172506332243139	648518346498732016	648518346475824820	R	IN20A.22A005	T1	16137	acetylcholine	no	stereotypy	leg premotor circuit
IN	26132	73331104119461240	648518346475824820	648518346475824820	L	IN20A.22A005	T3	30020	glutamate	no	stereotypy	leg premotor circuit
IN	20788	74033143233317324	648518346465916464	648518346465916464	R	IN20A.22A007	T2	14764	acetylcholine	no	stereotypy	leg premotor circuit
IN	25139	74175253970214768	648518346502190409	648518346465916464	R	IN20A.22A007	T3	154829	acetylcholine	no	stereotypy	leg premotor circuit
IN	15874	72342918647916963	648518346472054171	648518346465916464	L	IN20A.22A007	T1	15731	glutamate	no	stereotypy	leg premotor circuit
IN	25575	73049422917014823	648518346501816938	648518346465916464	L	IN20A.22A007	T3	15835	acetylcholine	no	stereotypy	leg premotor circuit
IN	21192	72696205679021764	648518346507374457	648518346465916464	L	IN20A.22A007	T2	15966	acetylcholine	no	stereotypy	leg premotor circuit
IN	15709	74172437277247916	648518346489628255	648518346465916464	R	IN20A.22A007	T1	171636	glutamate	no	stereotypy	leg premotor circuit
IN	25667	73190229125058530	648518346490884387	648518346465916464	L	IN20A.22A007	T3	19201	glutamate	no	stereotypy	leg premotor circuit
IN	16029	72342918715049369	648518346480079604	648518346465916464	L	IN20A.22A007	T1	218896	glutamate	no	stereotypy	leg premotor circuit
IN	21340	72625836867827299	648518346489950412	648518346465916464	L	IN20A.22A007	T2	30650	glutamate	no	stereotypy	leg premotor circuit
IN	15813	74031700258543008	648518346487112163	648518346465916464	R	IN20A.22A007	T1	34221	glutamate	no	stereotypy	leg premotor circuit
IN	26117	73119997752512737	648518346509837187	648518346494796165	L	IN20A.22A023	T3	18204	acetylcholine	no	stereotypy	leg premotor circuit
IN	15486	74242737503078843	648518346494796165	648518346494796165	R	IN20A.22A023	T1	20044	acetylcholine	no	stereotypy	leg premotor circuit
IN	20963	74244249465868117	648518346501176937	648518346494796165	R	IN20A.22A023	T2	21921	acetylcholine	no	stereotypy	leg premotor circuit
IN	15871	72272549836604053	648518346498358170	648518346494796165	L	IN20A.22A023	T1	23631	acetylcholine	no	stereotypy	leg premotor circuit
IN	20770	73892336756969372	648518346518044264	648518346481524581	R	IN21A001	T2	10305	glutamate	no	stereotypy	leg premotor circuit
IN	21207	72625836867643606	648518346481524581	648518346481524581	L	IN21A001	T2	10312	glutamate	no	stereotypy	leg premotor circuit
IN	25287	73190091686107846	648518346487918146	648518346481524581	L	IN21A001	T3	10662	glutamate	no	stereotypy	leg premotor circuit
IN	15811	72413218337142939	648518346494325495	648518346481524581	L	IN21A001	T1	10692	glutamate	no	stereotypy	leg premotor circuit
IN	15830	74242806021302901	648518346491816047	648518346481524581	R	IN21A001	T1	10728	glutamate	no	stereotypy	leg premotor circuit
IN	24120	74104747720049183	648518346490276279	648518346481524581	R	IN21A001	T3	10780	glutamate	no	stereotypy	leg premotor circuit
IN	21240	74033211751407021	648518346486505897	648518346476037090	R	IN21A002	T2	10062	glutamate	no	stereotypy	leg premotor circuit
IN	23762	74245416354859508	648518346481219418	648518346476037090	R	IN21A002	T3	10377	glutamate	no	stereotypy	leg premotor circuit
IN	15909	74242874673611732	648518346476037090	648518346476037090	R	IN21A002	T1	10918	glutamate	no	stereotypy	leg premotor circuit
IN	25310	73260460363043314	648518346512022719	648518346476037090	L	IN21A002	T3	12533	glutamate	no	stereotypy	leg premotor circuit
IN	16481	72272618489113392	648518346518974687	648518346476037090	L	IN21A002	T1	15527	glutamate	no	stereotypy	leg premotor circuit
IN	20960	74033143166099482	648518346494812949	648518346489463148	R	IN21A004	T2	10187	acetylcholine	no	stereotypy	leg premotor circuit
IN	25942	73190297777346637	648518346494290311	648518346489463148	L	IN21A004	T3	10978	acetylcholine	no	stereotypy	leg premotor circuit
IN	23627	74315716312404497	648518346491611153	648518346489463148	R	IN21A004	T3	11122	acetylcholine	no	stereotypy	leg premotor circuit
IN	21137	72555467989559734	648518346489463148	648518346489463148	L	IN21A004	T2	11171	acetylcholine	no	stereotypy	leg premotor circuit
IN	15836	74102068264431020	648518346511876543	648518346489463148	R	IN21A004	T1	11239	acetylcholine	no	stereotypy	leg premotor circuit
IN	16242	72272618421959570	648518346526360791	648518346489463148	L	IN21A004	T1	12650	acetylcholine	no	stereotypy	leg premotor circuit
IN	25034	73190091619009763	648518346486496388	648518346478192877	L	IN21A008	T3	11206	glutamate	no	stereotypy	leg premotor circuit
IN	21361	72696205410710083	648518346496559189	648518346478192877	L	IN21A008	T2	11438	glutamate	no	stereotypy	leg premotor circuit
IN	15747	74242805752759371	648518346524353541	648518346478192877	R	IN21A008	T1	11709	glutamate	no	stereotypy	leg premotor circuit
IN	20829	73892405677411954	648518346493107264	648518346478192877	R	IN21A008	T2	12067	glutamate	no	stereotypy	leg premotor circuit
IN	16108	72342918446696961	648518346478192877	648518346478192877	L	IN21A008	T1	171761	glutamate	no	stereotypy	leg premotor circuit
IN	24209	74175116397225423	648518346483959325	648518346478924916	R	IN21A009	T3	11348	glutamate	no	stereotypy	leg premotor circuit
IN	16610	72272687007069106	648518346478924916	648518346478924916	L	IN21A009	T1	11484	glutamate	no	stereotypy	leg premotor circuit
IN	20794	73751668457847284	648518346484505091	648518346478924916	R	IN21A009	T2	11606	glutamate	no	stereotypy	leg premotor circuit
IN	15713	74242805954040799	648518346497372545	648518346478924916	R	IN21A009	T1	11982	glutamate	no	stereotypy	leg premotor circuit
IN	21565	72696342916854047	648518346496268390	648518346478924916	L	IN21A009	T2	14874	glutamate	no	stereotypy	leg premotor circuit
IN	25178	73330829040219767	648518346491504702	648518346478924916	L	IN21A009	T3	22538	glutamate	no	stereotypy	leg premotor circuit
IN	25552	73190160338424303	648518346496018027	648518346474759362	L	IN21A010	T3	100820	acetylcholine	no	stereotypy	leg premotor circuit
IN	21040	74173880721655423	648518346495078578	648518346474759362	R	IN21A010	T2	10875	acetylcholine	no	stereotypy	leg premotor circuit
IN	21597	72625974172564858	648518346474759362	648518346474759362	L	IN21A010	T2	11038	acetylcholine	no	stereotypy	leg premotor circuit
IN	23200	74245278781456414	648518346486135166	648518346474759362	R	IN21A010	T3	11325	acetylcholine	no	stereotypy	leg premotor circuit
IN	15804	72342849659916462	648518346493401330	648518346474759362	L	IN21A010	T1	11589	acetylcholine	no	stereotypy	leg premotor circuit
IN	16349	74242943460151974	648518346492411775	648518346474759362	R	IN21A010	T1	11854	acetylcholine	no	stereotypy	leg premotor circuit
IN	15617	74172437075337843	648518346497667574	648518346493324208	R	IN21A012	T1	11289	acetylcholine	no	stereotypy	leg premotor circuit
