xyz	x	y	z	supervoxel_id	root_id	root_side	soma_side	class	type	long_tract_from_manc	soma_location	predicted_nt	predicted_nt_prob	predicted_nt_new	hemibrain_type	hemilineage
(132135, 83491, 5798)	132135	83491	5798	79732941852490793	720575940633677167	R		AN	AN_AVLP_21			ACH	0.94	ACH		
(138067, 81178, 5798)	138067	81178	5798	80084648134399394	720575940636400966	R		AN	AN_GNG_176				0	unk		
(137891, 81388, 5798)	137891	81388	5798	80084648134409329	720575940633782135	R		AN	AN_GNG_142			ACH	0.92	ACH		
(133330, 83885, 5798)	133330	83885	5798	79803379316150773	720575940621846525	R		AN	AN_AVLP_GNG_23			GABA	0.47	unk		
(133272, 84007, 5798)	133272	84007	5798	79803379316150875	720575940626569554	R		AN	AN_AVLP_PVLP_6			ACH	0.89	ACH		
(133140, 83927, 5798)	133140	83927	5798	79803379316150827	720575940620298260	R		AN	AN_GNG_167			GLUT	0.79	GLUT		
(133038, 84022, 5798)	133038	84022	5798	79733010571960340	720575940624109340	R		AN	AN_GNG_167			GLUT	0.78	GLUT		
(133659, 83923, 5798)	133659	83923	5798	79803379316150834	720575940611775717	R		AN	AN_GNG_SAD_12			ACH	0.92	ACH		
(133428, 83954, 5798)	133428	83954	5798	79803379316149523	720575940617932289	R		AN	AN_AVLP_GNG_16			GABA	0.58	unk		
(133529, 83720, 5798)	133529	83720	5798	79803379316148052	720575940621399156	R		AN	AN_GNG_119			GABA	0.48	unk		
(134025, 84061, 5798)	134025	84061	5798	79803379316140080	720575940638197737	R		AN	AN_AVLP_GNG_23			GABA	0.53	unk		
(133807, 84281, 5798)	133807	84281	5798	79803379316151100	720575940606718642	R		AN	AN_GNG_62				0	unk		
(133722, 84770, 5798)	133722	84770	5798	79803448035590059	720575940622447309	R		AN	AN_GNG_65			GABA	0.38	unk		
(133202, 84958, 5798)	133202	84958	5798	79803448035590862	720575940619037616	R		AN	GNG_unmatched			SER	0.59	unk		
(136579, 81102, 5798)	136579	81102	5798	80014279390235281	720575940615242964	R		SA	SA_DMT_ADMN_11	DMT			0	unk		
(136642, 80988, 5798)	136642	80988	5798	80014279390228522	720575940626357865	R		SA	SA_DMT_ADMN_5	DMT		ACH	0.91	ACH		
(138191, 80502, 5798)	138191	80502	5798	80154948159100502	720575940618051237	R		SA	SA_DMT_DMetaN_9	DMT		GLUT	0.81	GLUT		
(137241, 81691, 5798)	137241	81691	5798	80084716853905173	720575940615634589	R		SA	SA_DMT_ADMN_11	DMT		ACH	0.89	ACH		
(136626, 81461, 5798)	136626	81461	5798	80014279390223717	720575940625599304	R		SA	SA_DMT_ADMN_8	DMT		ACH	0.82	ACH		
(135917, 79905, 5798)	135917	79905	5798	79943841926585466	720575940626182385	R		SA	SA_DMT_DMetaN_4	DMT		SER	0.36	unk		
(137605, 81543, 5798)	137605	81543	5798	80084716853899975	720575940652606881	R		SA	SA_DMT_ADMN_11	DMT		ACH	0.85	ACH		
(137051, 81215, 5798)	137051	81215	5798	80014279390233103	720575940623862590	R		SA	SA_DMT_ADMN_1	DMT		ACH	0.76	ACH		
(134880, 78467, 5798)	134880	78467	5798	79873404462932730	720575940635650276	R		SA	SA_DMT_DMetaN_unmatched	DMT		ACH	0.91	ACH		
(136654, 80721, 5798)	136654	80721	5798	80014279390242023	720575940612511894	R		SA	SA_DMT_DMetaN_12	DMT		ACH	0.62	ACH		
(136583, 80792, 5798)	136583	80792	5798	80014279390229588	720575940624124956	R		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(136177, 80920, 5798)	136177	80920	5798	80014279390229624	720575940617718864	R		SA	SA_DMT_ADMN_1	DMT			0	unk		
(136711, 80541, 5798)	136711	80541	5798	80014279390232523	720575940618724517	R		SA	SA_DMT_DMetaN_12	DMT			0	unk		
(135519, 80238, 5798)	135519	80238	5798	79943841926581206	720575940628251100	R		SA	SA_DMT_DMetaN_12	DMT		ACH	0.56	unk		
(136413, 81310, 5798)	136413	81310	5798	80014279390227672	720575940638863093	R		SA	SA_DMT_ADMN_11	DMT		ACH	0.96	ACH		
(135434, 80127, 5798)	135434	80127	5798	79943841926584549	720575940613533234	R		SA	SA_DMT_DMetaN_12	DMT		ACH	0.62	ACH		
(132326, 79551, 5798)	132326	79551	5798	79732735694078318	720575940613749702	R		AN	AN_GNG_VES_3			GABA	0.56	unk		
(135162, 81041, 5798)	135162	81041	5798	79943910646062744	720575940652617121	R		AN	AN_GNG_125			GABA	0.61	unk		
(132165, 78469, 5798)	132165	78469	5798	79732666974574856	720575940625905660	R		SA	SA_MDA_2	MDA		GLUT	0.38	unk		
(137587, 80095, 5798)	137587	80095	5798	80084579414935793	720575940630060831	R		SA	SA_DMT_DMetaN_9	DMT		GLUT	0.66	GLUT		
(136453, 78670, 5798)	136453	78670	5798	80014141951280166	720575940615719252	R		SA	SA_DMT_DMetaN_12	DMT			0	unk		
(136113, 78778, 5798)	136113	78778	5798	80014141951289781	720575940602309600	R		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(135811, 78226, 5798)	135811	78226	5798	79943704487626945	720575940618002964	R		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(136359, 77736, 5798)	136359	77736	5798	80014073231802216	720575940635847231	R		SA	SA_DMT_DMetaN_12	DMT			0	unk		
(137509, 80882, 5798)	137509	80882	5798	80084648134384024	720575940612869087	R		SA	SA_DMT_DMetaN_unmatched	DMT		ACH	0.79	ACH		
(136666, 78029, 5798)	136666	78029	5798	80014073231809396	720575940620200413	R		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(136204, 81034, 5798)	136204	81034	5798	80014279390231865	720575940619800560	R		SA	SA_DMT_ADMN_11	DMT			0	unk		
(135715, 80463, 5798)	135715	80463	5798	79943841926573576	720575940628360812	R		SA	SA_DMT_DMetaN_12	DMT			0	unk		
(137564, 79817, 5798)	137564	79817	5798	80084579414932079	720575940628610647	R		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(137897, 79364, 5798)	137897	79364	5798	80084510695464726	720575940615964485	R		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(137841, 79615, 5798)	137841	79615	5798	80084579414934274	720575940633165816	R		SA	SA_DMT_DMetaN_12	DMT			0	unk		
(137947, 79473, 5798)	137947	79473	5798	80084510695465808	720575940622742286	R		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(137184, 78494, 5798)	137184	78494	5798	80084510695464920	720575940615965765	R		SA	SA_DMT_DMetaN_unmatched	DMT		ACH	0.83	ACH		
(134128, 80106, 5798)	134128	80106	5798	79873473182420618	720575940620055454	R		AN	AN_GNG_83			ACH	0.96	ACH		
(136002, 79873, 5798)	136002	79873	5798	79943841926584353	720575940622104584	R		SA	SA_DMT_DMetaN_12	DMT		ACH	0.73	ACH		
(139397, 79626, 5798)	139397	79626	5798	80225316903311654	720575940630395852	R		SA	SA_DMT_DMetaN_8	DMT		ACH	0.65	ACH		
(137311, 81585, 5798)	137311	81585	5798	80084716853905917	720575940620967679	R		SA	SA_DMT_ADMN_11	DMT		GLUT	0.54	unk		
(137261, 78763, 5798)	137261	78763	5798	80084510695465443	720575940609647729	R		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(137863, 78645, 5798)	137863	78645	5798	80084510695469152	720575940609108174	R		AN	AN_GNG_176			ACH	0.69	ACH		
(137826, 79233, 5798)	137826	79233	5798	80084510695464486	720575940639944077	R		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(136741, 80643, 5798)	136741	80643	5798	80014279390239676	720575940622877884	R		SA	SA_DMT_DMetaN_12	DMT		ACH	0.7	ACH		
(137045, 79621, 5798)	137045	79621	5798	80014210670762691	720575940620777315	R		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(136879, 81487, 5798)	136879	81487	5798	80014279390237960	720575940657606529	R		SA	SA_DMT_ADMN_6	DMT			0	unk		
(137045, 81623, 5798)	137045	81623	5798	80014348109714701	720575940636970830	R		SA	SA_DMT_ADMN_11	DMT		ACH	0.63	ACH		
(136619, 81274, 5798)	136619	81274	5798	80014279390231985	720575940629017419	R		SA	SA_DMT_ADMN_7	DMT			0	unk		
(136544, 80879, 5798)	136544	80879	5798	80014279390234023	720575940609348676	R		SA	SA_DMT_ADMN_5	DMT		ACH	0.72	ACH		
(134166, 77761, 5798)	134166	77761	5798	79873335743463017	720575940623637482	R		AN	AN_GNG_IPS_15			ACH	0.68	ACH		
(132975, 79666, 5798)	132975	79666	5798	79732735694060019	720575940611872149	R		AN	AN_multi_86			ACH	0.74	ACH		
(138171, 79430, 5798)	138171	79430	5798	80154879439652117	720575940624211202	R		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(134245, 82807, 5798)	134245	82807	5798	79873679340838976	720575940613632997	R		AN	AN_multi_60			ACH	0.89	ACH		
(134392, 81910, 5798)	134392	81910	5798	79873610621377284	720575940624872581	R		AN	AN_GNG_187			ACH	0.69	ACH		
(132365, 83231, 5798)	132365	83231	5798	79732941852492855	720575940636556718	R		AN	AN_GNG_FLA_4				0	unk		
(137444, 80585, 5798)	137444	80585	5798	80084648134400131	720575940612786995	R		AN	AN_IPS_GNG_1			GABA	0.46	unk		
(136777, 75964, 5798)	136777	75964	5798	80013935792847413	720575940622013257	R		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(135559, 75500, 5798)	135559	75500	5798	79943567048669528	720575940628952619	R		SA	SA_DMT_DMetaN_unmatched	DMT		GABA	0.61	unk		
(136223, 80415, 5798)	136223	80415	5798	80014210670764185	720575940623887422	R		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(136659, 81386, 5798)	136659	81386	5798	80014279390235451	720575940614697275	R		SA	SA_DMT_ADMN_4	DMT		ACH	0.87	ACH		
(135483, 83456, 5798)	135483	83456	5798	79944048085028275	720575940612522646	R		AN	AN_AVLP_43			ACH	0.82	ACH		
(135461, 75995, 5798)	135461	75995	5798	79943567048681686	720575940628994063	R		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(138103, 81819, 5798)	138103	81819	5798	80084716853891719	720575940612220071	R		AN	AN_GNG_SAD_31			SER	0.61	unk		
(132588, 83345, 5798)	132588	83345	5798	79732941852494156	720575940629015040	R		AN	AN_multi_65			ACH	0.91	ACH		
(131824, 83513, 5798)	131824	83513	5798	79662573108313399	720575940632674003	R		AN	AN_AVLP_22			GABA	0.78	GABA		
(138296, 80985, 5798)	138296	80985	5798	80155016878603399	720575940620252630	R		AN	AN_IPS_GNG_6			ACH	0.82	ACH		
(137027, 76307, 5798)	137027	76307	5798	80013935792855204	720575940611759569	R		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(136426, 84923, 5807)	136426	84923	5807	80014554268112111	720575940632648868	R		AN	AN_GNG_30			ACH	0.93	ACH		
(134925, 73996, 5775)	134925	73996	5775	79873060865327833	720575940628614487	R		AN	GNG_unmatched			ACH	0.82	ACH		
(134949, 74032, 5786)	134949	74032	5786	79873060865335168	720575940635659748	R		AN	AN_GNG_SAD_24			ACH	0.69	ACH		
(135334, 74006, 5773)	135334	74006	5773	79943429609507935	720575940657604225	R		AN	AN_GNG_157			GABA	0.67	GABA		
(135339, 84980, 5807)	135339	84980	5807	79944185523952722	720575940622941005	R		AN	AN_GNG_129				0	unk		
(135164, 84973, 5810)	135164	84973	5810	79944185523955650	720575940642798359	R		AN	AN_GNG_SAD_22				0	unk		
(134794, 84949, 5806)	134794	84949	5806	79873816779780669	720575940615254782	R		AN	AN_multi_21			ACH	0.97	ACH		
(134613, 84957, 5819)	134613	84957	5819	79873816779789403	720575940618447238	R		AN	GNG_unmatched			SER	0.93	other		
(134129, 84972, 5810)	134129	84972	5810	79873816779783389	720575940619932363	R		AN	AN_GNG_35			GABA	0.61	unk		
(133863, 84967, 5813)	133863	84967	5813	79803448035596249	720575940611905433	R		AN	AN_VES_GNG_8			ACH	0.9	ACH		
(133348, 84831, 5828)	133348	84831	5828	79803448035603539	720575940615624961	R		AN	AN_multi_112			ACH	0.96	ACH		
(133207, 84959, 5823)	133207	84959	5823	79803448035603592	720575940614668347	R		AN	AN_multi_20			ACH	0.94	ACH		
(133495, 84929, 5812)	133495	84929	5812	79803448035596711	720575940628319335	R		AN	AN_WED_GNG_1			ACH	0.92	ACH		
(133096, 84967, 5804)	133096	84967	5804	79803448035593771	720575940647036724	R		doubleseed				SER	0.83	other		
(133000, 84969, 5814)	133000	84969	5814	79733079291404985	720575940622166664	R		AN	AN_multi_115			ACH	0.95	ACH		
(132830, 84969, 5815)	132830	84969	5815	79733079291404126	720575940631594015	R		AN	AN_VES_GNG_8			ACH	0.88	ACH		
(133014, 84938, 5809)	133014	84938	5809	79733079291401382	720575940638842933	R		AN	AN_GNG_151			OCT	0.81	other		
(132385, 84950, 5805)	132385	84950	5805	79733079291400446	720575940627758135	R		AN	AN_GNG_72			GLUT	0.78	GLUT		
(132524, 84873, 5798)	132524	84873	5798	79733079291397322	720575940621902085	R		AN	AN_GNG_68			GABA	0.71	GABA		
(134342, 83835, 5798)	134342	83835	5798	79873748060331201	720575940625481749	R		AN	AN_WED_GNG_2			ACH	0.85	ACH		
(135393, 84791, 5798)	135393	84791	5798	79944185523949860	720575940628641879	R		AN	AN_GNG_129			GABA	0.64	GABA		
(135589, 84886, 5798)	135589	84886	5798	79944185523948425	720575940639971536	R		AN	AN_GNG_200			GABA	0.62	GABA		
(135803, 84889, 5798)	135803	84889	5798	79944185523945416	720575940616113291	R		AN	AN_AVLP_4			ACH	0.77	ACH		
(135258, 84885, 5798)	135258	84885	5798	79944185523948891	720575940629971852	R		AN	AN_GNG_188				0	unk		
(135352, 84968, 5798)	135352	84968	5798	79944185523947537	720575940613148625	R		AN	AN_GNG_128			GABA	0.75	GABA		
(135848, 83290, 5798)	135848	83290	5798	79944048085022583	720575940629412156	R		AN	AN_AVLP_46			ACH	0.9	ACH		
(135625, 83281, 5798)	135625	83281	5798	79944048085022594	720575940627003495	R		AN	AN_AVLP_28			ACH	0.97	ACH		
(135530, 83202, 5798)	135530	83202	5798	79944048085023873	720575940629856505	R		AN	AN_AVLP_53			ACH	0.93	ACH		
(135389, 82841, 5798)	135389	82841	5798	79944048085027797	720575940628407963	R		AN	AN_GNG_166			ACH	0.84	ACH		
(135200, 82839, 5798)	135200	82839	5798	79944048085025025	720575940627026279	R		AN	AN_GNG_166			ACH	0.51	unk		
(135604, 83181, 5798)	135604	83181	5798	79944048085025263	720575940629598521	R		AN	AN_AVLP_53			ACH	0.92	ACH		
(138492, 81002, 5798)	138492	81002	5798	80155016878600968	720575940631821891	R		AN	AN_GNG_175			ACH	0.85	ACH		
(135056, 77696, 5798)	135056	77696	5798	79873335743462981	720575940627783223	R		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(135737, 84716, 5798)	135737	84716	5798	79944185523949816	720575940615537041	R		AN	AN_AVLP_GNG_4			ACH	0.84	ACH		
(136061, 84190, 5798)	136061	84190	5798	79944116804497529	720575940628321531	R		AN	AN_AVLP_40			ACH	0.64	ACH		
(135483, 84353, 5798)	135483	84353	5798	79944116804502960	720575940606586325	R		AN	AN_AVLP_unmatched			ACH	0.61	unk		
(132337, 78270, 5798)	132337	78270	5798	79732598255103031	720575940637957446	R		AN	AN_multi_77			SER	0.7	other		
(135903, 84456, 5798)	135903	84456	5798	79944116804501826	720575940625584783	R		AN	AN_GNG_135			GABA	0.62	GABA		
(133900, 83871, 5798)	133900	83871	5798	79803379316150745	720575940634360462	R		AN	AN_GNG_197			GLUT	0.55	unk		
(133427, 84031, 5798)	133427	84031	5798	79803379316150912	720575940624208201	R		AN	AN_GNG_138				0	unk		
(133646, 84051, 5798)	133646	84051	5798	79803379316150958	720575940627538370	R		AN	AN_AVLP_GNG_12			GLUT	0.57	unk		
(133507, 84114, 5798)	133507	84114	5798	79803379316149652	720575940622976845	R		AN	AN_AVLP_GNG_23			GABA	0.76	GABA		
(133689, 84265, 5798)	133689	84265	5798	79803379316152296	720575940633038443	R		AN	AN_GNG_197			GABA	0.55	unk		
(133517, 84362, 5798)	133517	84362	5798	79803379316151160	720575940608276181	R		AN	AN_GNG_197			GLUT	0.46	unk		
(133429, 84614, 5798)	133429	84614	5798	79803448035588965	720575940646687364	R		AN	AN_GNG_121				0	unk		
(133535, 84706, 5798)	133535	84706	5798	79803448035589613	720575940629670723	R		AN	AN_GNG_197			GABA	0.36	unk		
(133597, 84590, 5798)	133597	84590	5798	79803379316148802	720575940615138397	R		AN	AN_GNG_48				0	unk		
(133371, 84591, 5798)	133371	84591	5798	79803379316150092	720575940607380914	R		AN	AN_GNG_69			GABA	0.55	unk		
(132015, 83428, 5798)	132015	83428	5798	79662573108307298	720575940632237408	R		AN	GNG_unmatched				0	unk		
(135913, 84704, 5798)	135913	84704	5798	79944185523948777	720575940624901107	R		AN	AN_AVLP_GNG_5				0	unk		
(136423, 84363, 5798)	136423	84363	5798	80014485548674904	720575940625638916	R		AN	AN_AVLP_GNG_2			GABA	0.79	GABA		
(136234, 84089, 5798)	136234	84089	5798	80014485548671478	720575940619154203	R		AN	AN_AVLP_42			ACH	0.6	unk		
(136343, 84197, 5798)	136343	84197	5798	80014485548678218	720575940605154988	R		AN	AN_GNG_40			ACH	0.6	unk		
(136189, 84290, 5798)	136189	84290	5798	80014485548677144	720575940607888585	R		AN	AN_AVLP_34			ACH	0.84	ACH		
(136430, 84494, 5798)	136430	84494	5798	80014485548677351	720575940633251320	R		AN	AN_GNG_41			GABA	0.6	unk		
(136272, 84307, 5798)	136272	84307	5798	80014485548677191	720575940612685162	R		AN	AN_AVLP_34			ACH	0.82	ACH		
(136494, 84276, 5798)	136494	84276	5798	80014485548679348	720575940612050033	R		AN	AN_GNG_37			ACH	0.75	ACH		
(136546, 84415, 5798)	136546	84415	5798	80014485548677276	720575940624403843	R		AN	AN_GNG_28			ACH	0.91	ACH		
(136921, 84587, 5798)	136921	84587	5798	80014485548671667	720575940617438016	R		AN	AN_GNG_IPS_6			ACH	0.84	ACH		
(136733, 84564, 5798)	136733	84564	5798	80014485548668637	720575940627663100	R		AN	AN_GNG_27			ACH	0.69	ACH		
(136640, 84611, 5798)	136640	84611	5798	80014554268110555	720575940615814171	R		AN	AN_GNG_131			ACH	0.5	unk		
(136837, 84684, 5798)	136837	84684	5798	80014554268108467	720575940625985098	R		AN	AN_GNG_169			ACH	0.67	ACH		
(136757, 84673, 5798)	136757	84673	5798	80014554268108887	720575940622912500	R		AN	AN_GNG_143			ACH	0.88	ACH		
(135737, 80602, 5798)	135737	80602	5798	79943910646067610	720575940625340945	R		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(131760, 83672, 5798)	131760	83672	5798	79662641827775733	720575940631092947	R		SA	SA_VTV_5	VTV		ACH	0.78	ACH		
(137803, 82212, 5798)	137803	82212	5798	80084716853899401	720575940634361998	R		AN	AN_GNG_142			ACH	0.98	ACH		
(139710, 81968, 5798)	139710	81968	5798	80225454342257654	720575940638558953	R		AN	AN_multi_9			ACH	0.88	ACH		
(139697, 82497, 5798)	139697	82497	5798	80225454342258279	720575940615222634	R		AN	AN_PRW_FLA_1			SER	0.68	other		
(139575, 82541, 5798)	139575	82541	5798	80225454342248010	720575940627244200	R		AN	AN_FLA_PRW_1			GLUT	0.5	unk		
(139467, 82614, 5798)	139467	82614	5798	80225523061724212	720575940618092289	R		AN	AN_GNG_11			ACH	0.8	ACH		
(139313, 82591, 5798)	139313	82591	5798	80225523061720500	720575940628539735	R		AN	AN_GNG_171			ACH	0.84	ACH		
(139351, 82662, 5798)	139351	82662	5798	80225523061715255	720575940612102769	R		AN	AN_multi_108			ACH	0.65	ACH		
(139588, 82867, 5798)	139588	82867	5798	80225523061722480	720575940615520159	R		AN	AN_GNG_14			ACH	0.83	ACH		
(139424, 82989, 5798)	139424	82989	5798	80225523061724463	720575940611831603	R		AN	AN_GNG_8			ACH	0.95	ACH		
(139513, 83018, 5798)	139513	83018	5798	80225523061724500	720575940632930711	R		AN	AN_AVLP_3			ACH	0.88	ACH		
(139407, 83044, 5798)	139407	83044	5798	80225523061725505	720575940621708981	R		AN	AN_GNG_203			ACH	0.85	ACH		
(139447, 83085, 5798)	139447	83085	5798	80225523061720783	720575940626494722	R		AN	AN_GNG_203			ACH	0.8	ACH		
(132109, 84189, 5798)	132109	84189	5798	79733010571960485	720575940622019333	R		AN	AN_GNG_193			GLUT	0.62	GLUT		
(132488, 84319, 5798)	132488	84319	5798	79733010571960555	720575940632680895	R		AN	AN_GNG_SAD_6			GABA	0.74	GABA		
(133957, 81853, 5798)	133957	81853	5798	79803241877206255	720575940629794700	R		AN	AN_GNG_90			ACH	0.68	ACH		
(134761, 83231, 5798)	134761	83231	5798	79873679340847294	720575940635677668	R		AN	AN_AVLP_53			ACH	0.92	ACH		
(134406, 82243, 5798)	134406	82243	5798	79873610621379787	720575940621709237	R		AN	GNG_unmatched			ACH	0.71	ACH		
(134712, 82829, 5798)	134712	82829	5798	79873679340842832	720575940606300508	R		AN	AN_GNG_165				0	unk		
(134533, 82891, 5798)	134533	82891	5798	79873679340845684	720575940618880865	R		AN	AN_GNG_165			ACH	0.9	ACH		
(137636, 80478, 5798)	137636	80478	5798	80084579414929299	720575940613237654	R		SA	SA_DMT_DMetaN_9	DMT		GLUT	0.67	GLUT		
(135859, 84569, 5798)	135859	84569	5798	79944116804492796	720575940628635751	R		AN	AN_AVLP_GNG_18			ACH	0.88	ACH		
(131822, 84165, 5798)	131822	84165	5798	79662641827778492	720575940615133789	R		SA	SA_VTV_6	VTV		SER	1	other		
(131710, 84277, 5798)	131710	84277	5798	79662641827779625	720575940635197291	R		AN	AN_GNG_70			SER	0.78	other		
(131894, 84183, 5798)	131894	84183	5798	79662641827776073	720575940624813437	R		SA	SA_VTV_9	VTV		ACH	0.83	ACH		
(131987, 84234, 5798)	131987	84234	5798	79662641827773815	720575940626035556	R		AN	AN_GNG_136			ACH	0.73	ACH		
(132090, 84115, 5798)	132090	84115	5798	79733010571963040	720575940626760600	R		AN	AN_multi_117			ACH	0.95	ACH		
(132118, 84253, 5798)	132118	84253	5798	79733010571961820	720575940613640429	R		AN	AN_multi_72			GLUT	0.65	GLUT		
(138945, 83014, 5798)	138945	83014	5798	80155154317558394	720575940623224811	R		AN	AN_GNG_12			GABA	0.79	GABA		
(137378, 84194, 5798)	137378	84194	5798	80084854292847557	720575940626625179	R		AN	AN_GNG_22			ACH	0.83	ACH		
(133012, 84968, 5798)	133012	84968	5798	79733079291394332	720575940617621734	R		AN	AN_GNG_SAD_26				0	unk		
(132711, 84631, 5798)	132711	84631	5798	79733079291397006	720575940632116943	R		AN	AN_multi_31			GLUT	0.85	GLUT		
(131902, 84123, 5798)	131902	84123	5798	79662641827777194	720575940618029733	R		SA	SA_VTV_1	VTV		ACH	0.47	unk		
(131891, 84066, 5798)	131891	84066	5798	79662641827778452	720575940606279179	R		SA	SA_VTV_4	VTV		DA	0.41	unk		
(132190, 84034, 5798)	132190	84034	5798	79733010571969431	720575940622018565	R		AN	AN_GNG_136			ACH	0.74	ACH		
(132203, 84152, 5798)	132203	84152	5798	79733010571960471	720575940632974443	R		AN	AN_GNG_195				0	unk		
(132473, 83451, 5798)	132473	83451	5798	79732941852496600	720575940621327913	R		AN	AN_AVLP_GNG_10			GABA	0.73	GABA		
(134009, 82881, 5798)	134009	82881	5798	79803310596668292	720575940635860058	R		AN	AN_GNG_SAD_10			ACH	0.84	ACH		
(133886, 82019, 5798)	133886	82019	5798	79803241877207453	720575940618018497	R		AN	GNG_unmatched			SER	0.51	unk		
(134030, 81895, 5798)	134030	81895	5798	79803241877193054	720575940613694634	R		AN	AN_GNG_185				0	unk		
(133952, 77547, 5798)	133952	77547	5798	79802966999302024	720575940607870749	R		SA	SA_DMT_DMetaN_unmatched	DMT		ACH	0.55	unk		
(134234, 82061, 5798)	134234	82061	5798	79873610621377336	720575940621321706	R		AN	GNG_unmatched				0	unk		
(134661, 82218, 5798)	134661	82218	5798	79873610621382303	720575940618572270	R		AN	AN_GNG_139			ACH	0.84	ACH		
(134857, 82121, 5798)	134857	82121	5798	79873610621382265	720575940627544451	R		AN	AN_GNG_187			ACH	0.78	ACH		
(133720, 84613, 5798)	133720	84613	5798	79803448035590202	720575940615915805	R		AN	AN_GNG_WED_2			ACH	0.91	ACH		
(134528, 83674, 5798)	134528	83674	5798	79873748060325050	720575940630440645	R		AN	AN_multi_22			ACH	0.92	ACH		
(133549, 83653, 5798)	133549	83653	5798	79803379316150627	720575940643108718	R		AN	AN_GNG_191			ACH	0.83	ACH		
(138265, 81544, 5798)	138265	81544	5798	80155085598069455	720575940621022856	R		AN	AN_GNG_175			SER	0.9	other		
(133428, 84534, 5798)	133428	84534	5798	79803379316148609	720575940621308933	R		AN	AN_GNG_197			GABA	0.52	unk		
(132078, 84003, 5798)	132078	84003	5798	79733010571961691	720575940637415843	R		SA	SA_VTV_6	VTV		SER	0.98	other		
(137916, 81341, 5798)	137916	81341	5798	80084648134404175	720575940622444780	R		AN	AN_GNG_IPS_18				0	unk		
(138810, 80642, 5798)	138810	80642	5798	80155016878599429	720575940628832516	R		AN	AN_GNG_177			ACH	0.9	ACH		
(136532, 82716, 5798)	136532	82716	5798	80014416829203051	720575940603545190	R		AN	AN_GNG_47			ACH	0.98	ACH		
(136913, 82724, 5798)	136913	82724	5798	80014416829200624	720575940611164634	R		AN	AN_GNG_VES_4			ACH	0.95	ACH		
(137175, 83188, 5798)	137175	83188	5798	80084785573375472	720575940612268199	R		AN	AN_GNG_34			GABA	0.43	unk		
(137473, 83223, 5798)	137473	83223	5798	80084785573379471	720575940619822942	R		AN	AN_GNG_25			ACH	0.78	ACH		
(137317, 83343, 5798)	137317	83343	5798	80084785573378245	720575940612578962	R		AN	AN_GNG_36			ACH	0.76	ACH		
(137138, 83419, 5798)	137138	83419	5798	80084785573382640	720575940628754453	R		AN	AN_GNG_24			ACH	0.67	ACH		
(138715, 81802, 5798)	138715	81802	5798	80155085598062119	720575940633264888	R		AN	AN_GNG_SAD_23			ACH	0.9	ACH		
(139234, 81107, 5798)	139234	81107	5798	80225385622790181	720575940635139439	R		AN	AN_GNG_IPS_3			ACH	0.98	ACH		
(137142, 83542, 5798)	137142	83542	5798	80084785573377035	720575940629946951	R		AN	AN_GNG_38			GABA	0.6	unk		
(135816, 77569, 5798)	135816	77569	5798	79943704487639206	720575940624840069	R		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(135224, 83273, 5798)	135224	83273	5798	79944048085025357	720575940634858096	R		AN	AN_AVLP_53			ACH	0.94	ACH		
(135166, 84422, 5798)	135166	84422	5798	79944116804499167	720575940623295415	R		AN	AN_multi_19			GABA	0.73	GABA		
(135719, 83611, 5798)	135719	83611	5798	79944116804498608	720575940624392171	R		AN	AN_AVLP_32			ACH	0.78	ACH		
(135869, 83864, 5798)	135869	83864	5798	79944116804500063	720575940645109124	R		AN	AN_AVLP_42			ACH	0.74	ACH		
(136756, 83990, 5798)	136756	83990	5798	80014485548673511	720575940631269843	R		AN	AN_GNG_VES_8			ACH	0.9	ACH		
(136687, 84176, 5798)	136687	84176	5798	80014485548677049	720575940626669355	R		AN	AN_GNG_VES_5			ACH	0.95	ACH		
(132324, 84387, 5798)	132324	84387	5798	79733010571950314	720575940617286517	R		AN	AN_multi_33			GABA	0.65	GABA		
(136737, 83574, 5798)	136737	83574	5798	80014416829197673	720575940636656888	R		AN	AN_GNG_VES_11			GABA	0.68	GABA		
(136674, 83502, 5798)	136674	83502	5798	80014416829201077	720575940625003653	R		AN	AN_GNG_SAD_33			GABA	0.68	GABA		
(136858, 83593, 5798)	136858	83593	5798	80014485548677783	720575940628233731	R		AN	AN_GNG_201			ACH	0.75	ACH		
